RISM_ID,ID,200a_f
850807015,IT\ICCU\MIL\0877442,Lauto in La | [trascrizione di Benvenuto Maria Disertori]
850807016,IT\ICCU\MIL\0876177,PR 105 | [trascrizione di Benvenuto Maria Disertori]
850807017,IT\ICCU\MIL\0876887,Le despourveu de fortune | [trascrizione di Benvenuto Maria Disertori]
850807018,IT\ICCU\MIL\0878582,Abbonda di virtu | [trascrizione di Benvenuto Maria Disertori]
850807019,IT\ICCU\MIL\0879030,Madame helas | [trascrizione di Benvenuto Maria Disertori]
850807020,IT\ICCU\MIL\0877010,Anonym | [trascrizione di Benvenuto Maria Disertori]
850807021,IT\ICCU\MIL\0877003,Johannes Brasart | [trascrizione di Benvenuto Maria Disertori]
850807022,IT\ICCU\MIL\0878538,Fatto mi serv' amore | [trascrizione di Benvenuto Maria Disertori]
850807023,IT\ICCU\MIL\0878585,Amar si li alti tuo gentil costumi | [trascrizione di Benvenuto Maria Disertori]
850807024,IT\ICCU\MIL\0879044,Se mieulx | [trascrizione di Benvenuto Maria Disertori]
850807025,IT\ICCU\MIL\0878539,Gli ochi [che 'n prima tanto bel piacere] | [trascrizione di Benvenuto Maria Disertori]
850807026,IT\ICCU\RMS\2680255,Aria con Variazioni per flauto | composta dal Sig. Tulou
850807027,IT\ICCU\MIL\0878543,De che mi giova di mandar merzede | [trascrizione di Benvenuto Maria Disertori]
850807028,IT\ICCU\MIL\0878544,De sospirar sovente | [trascrizione di Benvenuto Maria Disertori]
850807029,IT\ICCU\MIL\0879031,Rom peltir | [trascrizione di Benvenuto Maria Disertori]
850807030,IT\ICCU\LIG\0232353,Sonata per cembalo | di Vincenzo Ciullini
850807031,IT\ICCU\MIL\0876200,86 Mod. A. Idem (M. d. P.) | [trascrizione di Benvenuto Maria Disertori]
850807032,IT\ICCU\MIL\0877556,Recercare 6 | [trascrizione di Benvenuto Maria Disertori]
850807033,IT\ICCU\MIL\0877558,Recercare 17 | [trascrizione di Benvenuto Maria Disertori]
850807034,IT\ICCU\MIL\0877832,El nome giovane | [trascrizione di Benvenuto Maria Disertori]
850807035,IT\ICCU\LO1\1576611,Menuett | von Kurt Sonnenfeld
850807036,IT\ICCU\TO0\1936147,Microsonata n.1 per pianoforte | Gardinali Renato
850807042,IT\ICCU\LO1\1579616,I Puritani Fantasia e Variazioni Per Piano-Forte composta e dedicata in segno di stima e rispetto al Sig.r Maestro Antonio Dolci | da Fumagalli Disma
850807044,IT\ICCU\RML\0383230,Libera | Fr. Witt
850807045,IT\ICCU\LO1\1579128,Chi d'amor squarciò la benda | Del Maestro Valentino Fioravanti
850807047,IT\ICCU\LO1\1577824,Tantum Ergo | Agostino Donini
850807048,IT\ICCU\LO1\1573384,Ai voti degli amanti | Del Sig.r Maestro Appiano Appiani
850807049,IT\ICCU\LO1\1577644,Idillio per pianoforte | Kurt Sonnenfeld
850807050,IT\ICCU\LO1\1577647,Konzertstück | Kurt Sonnenfeld
850807055,IT\ICCU\TO0\1936135,Punktentanz per pianoforte | Gardinali Renato
850807056,IT\ICCU\LO1\1577695,Non ti sposerò | Parole: Ernesto Forti
850807057,IT\ICCU\LO1\1578927,Sanctus ed Agnus Dei | M.o Perosi
850807058,IT\ICCU\LO1\1571908,"[Tre composizioni per organo, Op. 294, 295, 296] | Polibio Fumagalli"
850807059,IT\ICCU\LO1\1577701,Slow | Musik von Kurt Sonnenfeld
850807061,IT\ICCU\TO0\1938161,Aram per pianoforte Op. 189 | Gardinali Renato
850807062,IT\ICCU\TO0\1938164,Preludio n.26 per pianoforte Op.296 | Gardinali Renato
850807063,IT\ICCU\LO1\1579083,Messa da Morto | del P. M. Martini M. Con.le
850807064,IT\ICCU\LO1\1570425,Responsorio in falsob. a 3 v. d. | D. G. Gallizioli
850807065,IT\ICCU\TO0\1932756,La Reconaissance | Cinq Valtz à quatre mains composés et dediés
850807066,IT\ICCU\LO1\1579576,Inzago Polka per Piano-forte | di Adolfo Fumagalli e dal medesimo dedicata al suo amico Defendente Massinelli
850807068,IT\ICCU\LO1\1577718,Ritmo | [Kurt Sonnenfeld]
850807069,IT\ICCU\TO0\1936725,Dolcemente. Tre schizzi per pianoforte | Gardinali Renato
850807070,IT\ICCU\LO1\1577656,Ti piace il rosso? Ritmo moderato | Parole: Ernesto Forti
850807072,IT\ICCU\LO1\1573351,L'Eden | Parole di Raffaele Salustri
850807074,IT\ICCU\TO0\1938211,Preludio n. 11 per pianoforte op. 167 | Gardinali Renato
850807075,IT\ICCU\LO1\1572160,Tacea la notte placida: op. Trovatore | G. Verdi
850807077,IT\ICCU\LO1\1574247,Ecce Sacerdos | G. Tonelli
850807079,IT\ICCU\LO1\1574171,Hic est Filius meus | [Andrea Castelli]
850807080,IT\ICCU\LO1\1577713,Chanson | [Kurt Sonnenfeld]
850807081,IT\ICCU\TO0\1938715,Preludio n. 8 per pianoforte op. 149 | Gardinali Renato
850807082,IT\ICCU\LO1\1574262,Cristo Risusciti | A. Tambalotti
850807083,IT\ICCU\LO1\1579138,Ah non son io che parlo | Del Maestro Fioravanti
850807084,IT\ICCU\LO1\1572144,Maria di Rudens | Donizzetti
850807086,IT\ICCU\LO1\1574273,Sub tuum praesidium | di Piergiorgio Capra
850807088,IT\ICCU\TO0\1938661,Impromptu n. 5 per pianoforte op. 261 | Gardinali Renato
850807089,IT\ICCU\LO1\1579029,Cum Sancto Spiritu | Pavesi
850807090,IT\ICCU\TO0\1938659,Microsonata n. 7 per pianoforte op. 268 | Gardinali Renato
850807092,IT\ICCU\TO0\1938706,Sonatina n. 8 per pianoforte op. 397 | Gardinali Renato
850807094,IT\ICCU\LO1\1574775,Canzonetta | composta Dalla Signora Catterina Canzi
850807095,IT\ICCU\TO0\1936711,Sonatina per pianoforte | Gardinali Renato
850807096,IT\ICCU\LO1\1579572,L'Amicizia Polka Per Piano-forte | del sig.r Adolfo Fumagalli e dal medesimo dedicata al suo amico Defendente Massinelli
850807097,IT\ICCU\LO1\1579611,Pensiero Elegiaco per Piano-forte sopra la morte del Ce.bre M.o Simone Mayr | composto da Adolfo Fumagalli e dal medesimo dedicato al suo amico Defendente Massinelli
850807099,IT\ICCU\TO0\1936798,Tre strambotti per pianoforte | Gardinali Renato
850807100,IT\ICCU\TO0\1934442,Arano! | a 3 voci pari [poesia di Giovanni Pascoli]
850807101,IT\ICCU\TO0\1937928,Double sound per pianoforte | Gardinali Renato
850807102,IT\ICCU\TO0\1937930,Scherzi | Renato Gardinali
850807103,IT\ICCU\LO1\1577983,Beata et Venerabilis | Sac. A. Castelli
850807104,IT\ICCU\TO0\1936722,Dismutazione per pianoforte | Gardinali Renato
850807105,IT\ICCU\LO1\1581258,Se fossi tua sposina| Rec.vo e Duetto | del Sig.r M.ro Nicolini
850807107,IT\ICCU\LO1\1577409,Serenata | Kurt Sonnenfeld
850807108,IT\ICCU\TO0\1932784,Valtzer | e
850807109,IT\ICCU\LO1\1574778,Sei Anacreontiche per Piano Forte [e Soprano] | di Gio Corini
850807110,IT\ICCU\LO1\1578015,"Cor Jesu | Autore Sac. Luigi Vismara, offre e dedica alla Cappella Musicale delle Ancelle di Carità in Brescia"
850807111,IT\ICCU\TO0\1940069,Poirespoir per violino op. 269 | Gardinali Renato
850807113,IT\ICCU\LO1\1576803,Foxtrott | von Kurt Sonnenfeld
850807114,IT\ICCU\LO1\1576815,Foxtrott [in re maggiore] | v. Kurt Sonnenfeld
850807116,IT\ICCU\LO1\1573222,Canto autunnale | Meldelsohn [!]
850807117,IT\ICCU\LO1\1577689,Colpa della pioggia | [Kurt Sonnenfeld
850807118,IT\ICCU\TO0\1938168,Ricercare per viola sola Op. 166 | Gardinali Renato
850807120,IT\ICCU\TO0\1936759,Lullaby sound per pianoforte | Gardinali Renato
850807121,IT\ICCU\TO0\1938634,Ricercare n. 9 per viola op. 263 | Gardinali Renato
850807123,IT\ICCU\LO1\1573325,Sàra Patson | di G. Leali
850807124,IT\ICCU\LO1\1573331,La Mattchiche | Ch. Borel-Clerc
850807126,IT\ICCU\LO1\1573341,Walzer op. 177 | Lanner
850807127,IT\ICCU\LO1\1574278,Inno del Bim | musica di Italo Acchiappati
850807129,IT\ICCU\LO1\1573346,Marcia nell'op.ra Giovanna d'Arco | Verdi
850807130,IT\ICCU\TO0\1936850,Micronvalzer | Renato Gardinali
850807131,IT\ICCU\LO1\1576820,Foxtrott [in fa maggiore] | von Kurt Sonnenfeld
850807132,IT\ICCU\LO1\1576848,Slow-fox [in do maggiore] | von Kurt Sonnenfeld
850807133,IT\ICCU\LO1\1577415,Racconto per violino e pianoforte | di Kurt Sonnenfeld (anni 28)
850807136,IT\ICCU\LO1\1576643,Rio Grande! Tango argentino | von Kurt Sonnenfeld
850807140,IT\ICCU\TO0\1940040,Ricercare n. 22 per viola sola op. 626 | Renìe Cardenàl
850807141,IT\ICCU\TO0\1940145,Ricercare n. 21 per viola sola op. 618 | Renìe Cardenàl
850807142,IT\ICCU\LO1\1574201,Preghiera alla Madonna | Testo di Mons. Bruno Foresti
850807145,IT\ICCU\LO1\1572134,Giuditta | M.tro Franzoni G. M
850807147,IT\ICCU\TO0\1938217,Ricercare n. 3 per viola sola op. 183 | Gardinali Renato
850807148,IT\ICCU\LO1\1576606,Zielbewust [sic]. Sciente della vita. Galopp | von Kurt Sonnenfeld
850807149,IT\ICCU\LO1\1578941,Dille che l'aure io spiro | Duetto negli Elisi | Del Sig.r Maestro Federici
850807150,IT\ICCU\TO0\1939539,Sonatina n. 7 per pianoforte op. 352 | Gardinali Renato
850807151,IT\ICCU\LO1\1570527,Fuga Tonale a 3 parti | Sogg. di A. Gedalge
850807152,IT\ICCU\LIG\0236286,Zirli e trilli | Pietro Vallini fu Santi
850807153,IT\ICCU\TO0\1938744,Preludio n. 7 per pianoforte op. 141 | Gardinali Renato
850807154,IT\ICCU\TO0\1938765,Ali bianche per un sogno per pianoforte op. 146 | Gardinali Renato
850807155,IT\ICCU\TO0\1936830,Passagaglia [sic] per pf. op. 12 | Renìe Cardenàl
850807156,IT\ICCU\LO1\1572198,Marcia Trionfale | di Cesare Fontanini
850807157,IT\ICCU\LO1\1576853,In einem japanischen Blumengarten | von Kurt Sonnenfeld
850807159,IT\ICCU\LO1\1577933,Preghiera a S. luigi | Gallizioli
850807160,IT\ICCU\TO0\1940011,Preludio n.4 per pianoforte op. 123 | Gardinali Renato
850807162,IT\ICCU\LO1\1577943,Stabat Mater | A. Coronaro
850807163,IT\ICCU\TO0\1940013,Sonata n. 5 per organo op. 348 | Gardinali Renato
850807164,IT\ICCU\TO0\1940111,Sonata per arpa n. 1 | Renìe Cardenàl
850807165,IT\ICCU\TO0\1940143,Preludio n. 30 per pianoforte op. 378 | Gardinali Renato
850807167,IT\ICCU\TO0\1938213,Ricercare n. 2 per viola sola op. 178 | Gardinali Renato
850807168,IT\ICCU\TO0\1940134,Sonata n. 1 per organo | Gardinali Renato
850807170,IT\ICCU\LO1\1579943,Dolce Nome | I. Capitanio
850807171,IT\ICCU\LO1\1579947,Jubilate Deo | D. L. Perosi
850807172,IT\ICCU\LO1\1570373,Vulnera cor meum... | G. Savonarola (1452-1498)
850807173,IT\ICCU\TO0\1939439,Tre mottetti per coro misto e organo op. 482 | Renato Gardinali
850807174,IT\ICCU\LO1\1579997,Su cantiam di Luigi le glorie | Rev. D. B. Plona
850807175,IT\ICCU\LIG\0236262,Cadon le foglie | versi di Cesare Rossi
850807176,IT\ICCU\LO1\1573233,"Qual mare, qual terre | G. Verdi"
850807177,IT\ICCU\LIG\0236291,"Così fan tutte. Per pietà, ben mio perdona | Mozart"
850807178,IT\ICCU\LO1\1575596,Cavatina In questo semplice | [Gaetano Donizetti]
850807179,IT\ICCU\LO1\1576873,Sonnenschein und ein Mägdelein ... Foxtrott | Musik Kurt Sonnenfeld
850807181,IT\ICCU\LO1\1573320,Ravvedimento e perdono | del M.° Calcaterra
850807186,IT\ICCU\LO1\1576629,Der Janosch aus Szegedin. Ung. Fox | Musik von Kurt Sonnenfeld
850807188,IT\ICCU\LO1\1581233,L'alto impero in voi trasfondo | Del Maestro Giuseppe Mosca
850807189,IT\ICCU\LO1\1581386,Degli augelletti al canto | del Sig.r Ferdinando Orland [sic]
850807190,IT\ICCU\TO0\1936615,Tropi per pianoforte | Gardinali Renato
850807191,IT\ICCU\TO0\1938188,Executive Quarks per mimo-pianista (o pianista-mimo?) Op. 195 | Gardinali Renato
850807192,IT\ICCU\LO1\1581261,Non son bella non son brutta | Musica del Sig.r D. Giuseppe Nicolini
850807194,IT\ICCU\LO1\1577650,Tango [per pianoforte] | Kurt Sonnenfeld
850807196,IT\ICCU\TO0\1939435,Ave Maria op. 479 per 2 cori e 2 pianoforti | Gardinali Renato
850807197,IT\ICCU\LO1\1579985,Salve Luigi amabile;Su cantiam di Luigi le glorie | Sac. B. Plona
850807198,IT\ICCU\TO0\1939569,Sonata n. 4 per violino solo op. 347 | Gardinali Renato
850807201,IT\ICCU\TO0\1939488,Sognando per pianoforte op.473 | Renato Gardinali
850807203,IT\ICCU\TO0\1938697,Preludio n. 15 per pianoforte op. 182 | Gardinali Renato
850807204,IT\ICCU\TO0\1940024,Piccola suite per flauto solo | Gardinali Renato
850807206,IT\ICCU\LO1\1581391,Presso al caro e fido amante | del Mae.tro Ferdinando Orlandi
850807207,IT\ICCU\LO1\1581385,Degli augeletti al canto | del Sig.r M.ro Ferdinando Orland [sic]
850807208,IT\ICCU\LO1\1577709,Ninfa mia | Worte: Ernesto Forti
850807209,IT\ICCU\LO1\1576645,Revue-fox | von Kurt Sonnenfeld
850807210,IT\ICCU\TO0\1940126,Portrait per pianoforte | Gardinali Renato
850807211,IT\ICCU\LO1\1572088,Op. Ttrovatore | G. Verdi
850807214,IT\ICCU\TO0\1934367,Ave Maria Flamand | texte italien:
850807215,IT\ICCU\TO0\1938143,Microsonata n.5 per pianoforte Op. 151 | Gardinali Renato
850807216,IT\ICCU\TO0\1940706,Faran Doulo [sic] n. 6 per clavicembalo op. 288 | Gardinali Renato
850807218,IT\ICCU\TO0\1938197,Ricercare n. 4 per viola sola Op. 194 | Gardinali Renato
850807219,IT\ICCU\LO1\1575597,Cavatina In questo semplice | [Gaetano Donizetti]
850807223,IT\ICCU\LO1\1579272,Esercizi per facilitare la Voce al Canto | di G. Forini
850807225,IT\ICCU\TO0\1938157,Preludio n.25 per pianoforte Op.292 | Gardinali Renato
850807226,IT\ICCU\LO1\1579907,Laudate pueri | Chimeri
850807227,IT\ICCU\TO0\1936628,Poligonali per pianoforte | Gardinali Renato
850807229,IT\ICCU\LO1\1578922,Se mai d'interno affanno | Scena ed Aria | Del Sig.r M.ro Farinelli
850807230,IT\ICCU\LO1\1579940,Dolce Nome | I. Capitanio. Jubilate Deo (2V. d.)
850807231,IT\ICCU\LO1\1573322,Polka | Maestro Inico di Montichiari
850807232,IT\ICCU\LO1\1574035,Ernani | M.o Verdi
850807234,IT\ICCU\LO1\1581357,Ecce sacerdos magnus | Sac. Matteo Tosi
850807235,IT\ICCU\TO0\1940641,Sonata n. 5 per arpa op. 380 | Gardinali Renato
850807236,IT\ICCU\LO1\1582166,Il crepuscolo della sera | Poesia di P. Rotondi
850807237,IT\ICCU\LO1\1576639,Lied und English Waltz | Musik Kurt Sonnenfeld
850807238,IT\ICCU\TO0\1938735,Macrosonata n. 4 per pianoforte op. 121 | Gardinali Renato
850807240,IT\ICCU\TO0\1940098,Sonata n. 2 per violino | Gardinali Renato
850807241,IT\ICCU\LO1\1581165,Da voi cari lumi| Arieta P[er] Canto| e Cembalo | Ambrogio Minoja
850807242,IT\ICCU\LO1\1573815,Transunto dei Principi Elementari di Musica e breve Metodo per Piano Forte | compilati dal Celebre M.o B. Asioli
850807245,IT\ICCU\LO1\1580400,Romanza| Tolta dal Melodramma| Sofia di Moscovia| Parole e Musica | di Adele Luzac| umiliata A Suoi Diletti Genitori
850807246,IT\ICCU\TO0\1939521,Preludio n. 26 per chitarra op. 594 | Renìe Cardenàl
850807247,IT\ICCU\TO0\1936747,Tre fiori per un violino. Divagazioni botanico musicali per violino solo | Gardinali Renato
850807248,IT\ICCU\LO1\1579954,Sogno di Bimbo | M.o A. Zanella
850807249,IT\ICCU\LO1\1581163,T'intendo amico rio| Arieta | del S. Ambrogio Minoja
850807250,IT\ICCU\LO1\1581227,Dammi un segnale almeno | del Sig.r Giuseppe Mosca
850807252,IT\ICCU\LO1\1581788,Ma una donna qui veggio | Del Sig.r M.ro Ferdinando Marietta [sic] Orlandi
850807253,IT\ICCU\LO1\1579060,Gloria | Perosi
850807254,IT\ICCU\LO1\1572116,Marziale Finale | M.tro Petrali
850807255,IT\ICCU\TO0\1936123,Oppression et liberté per pianoforte | Gardinali Renato
850807256,IT\ICCU\LO1\1581802,Cavatina [Quel labbro vezzoso] Nell'Alesandro nell'Indie | [Niccolò Piccinni?]
850807257,IT\ICCU\LO1\1582131,Sans amour! | Musique de Alfred Piatti
850807258,IT\ICCU\LO1\1573246,Bonne et Heureuse | Ed. Missa
850807259,IT\ICCU\LO1\1572043,Ballsirenen | nell'Operetta Die Lustige Witwe
850807261,IT\ICCU\TO0\1941252,Sonata n. 2 per flauto solo op. 276 | Gardinali Renato
850807262,IT\ICCU\TO0\1941290,Preludio e fuga per pianoforte op. 410 | Gardinali Renato
850807264,IT\ICCU\LO1\1578986,Libera me Domine | D. L. Perosi
850807265,IT\ICCU\LO1\1570463,"Festa Solenne | Eseguita dai Pregiatissimi Signori, Cavalleri e [...]"
850807268,IT\ICCU\LO1\1577412,Racconto [per violino e] pianoforte | [Kurt Sonnenfeld]
850807269,IT\ICCU\LO1\1570479,Sport | F. Sabathil
850807270,IT\ICCU\LO1\1577716,Non so perchè | [Kurt Sonnenfeld]
850807272,IT\ICCU\TO0\1940108,Macrosonata n.2 per pianoforte | Gardinali Renato
850807274,IT\ICCU\TO0\1938695,Christmas carol per pianoforte op.267 | Gardinali Renato
850807275,IT\ICCU\TO0\1940084,Seeds per flauto op. 272 | Gardinali Renato
850807276,IT\ICCU\TO0\1940651,Ricercare n. 10 per viola op. 282 | Gardinali Renato
850807277,IT\ICCU\TO0\1941266,Hard Sound per pianoforte op. 277 | Gardinali Renato
850807278,IT\ICCU\LO1\1579969,Quis ascendet | D. L. Vismara
850807279,IT\ICCU\LO1\1581586,Mentre l'amica speme | Del Sig.r Maestro Ferdinando Orland
850807280,IT\ICCU\LO1\1581856,Or che fra i taciti notturni orrori | Del Sig.r M.o Stefano Pavesi
850807281,IT\ICCU\TO0\1940640,Ter per chitarra | Gardinali Renato
850807282,IT\ICCU\LO1\1578892,Duetti per Voce di Soprano e Contralto con accomp.to di Cembalo | Musica del Sig.r D. Francesco Durante
850807283,IT\ICCU\LO1\1581605,Nella Dama Soldato Cavatina con accompagnamento di Forte Piano | di Ferdinando Orland
850807284,IT\ICCU\LO1\1572173,Isotta | del M.° Borghetti
850807286,IT\ICCU\LO1\1580035,Romanza per mezzo Soprano composta e dedicata in segno di gratitudine e stima al Sig.r Maestro Antonio Dolci | dal suo figlioccio Alfeo Gilardoni
850807289,IT\ICCU\TO0\1938654,Preludio n. 24 per pianoforte op. 270 | Gardinali Renato
850807290,IT\ICCU\TO0\1940130,Microsonata n. 2 per pianoforte | Gardinali Renato
850807291,IT\ICCU\LO1\1572032,Il più bel dì della vita | del M.° Giuseppe Capitani
850807292,IT\ICCU\LO1\1572191,Canto autunnale | Meldensohn [!]
850807293,IT\ICCU\LO1\1577417,Arabesco per violino e pianoforte | di Kurt Sonnenfeld (anni 28)
850807294,IT\ICCU\LO1\1577419,Arabesco [per violino e pianoforte] | Kurt Sonnenfeld
850807295,IT\ICCU\LO1\1577849,Iste Confessor (2 v. pari) | M. G. Gallizioli. Jesu corona Virginum
850807296,IT\ICCU\TO0\1940723,Toccata n. 2 per organo op. 279 | Gardinali Renato
850807297,IT\ICCU\LO1\1572156,La Favorita: F.ne e coro | M.tro Donizetti
850807298,IT\ICCU\LO1\1576806,Slow-fox [in sol maggiore] | von Kurt Sonnenfeld
850807299,IT\ICCU\TO0\1938829,Concerto per pianoforte e orchestra op. 290 | Gardinali Renato
850807300,IT\ICCU\TO0\1938126,Macrosonata n.5 per pianoforte op.153 | Gardinali Renato
850807301,IT\ICCU\LO1\1573373,"Variations instructives pour Piano-Forte sur [scala 5 note] Ferrants [sic] apprendre d'une manière facile la valeur des notes et pauses, les abreviations et agrements du chant | par A. André"
850807302,IT\ICCU\TO0\1938670,Preludio n. 13 per pianoforte op. 172 | Gardinali Renato
850807303,IT\ICCU\TO0\1938833,Microsonata n. 13 op. 477 per pianoforte | Gardinali Renato
850807304,IT\ICCU\LO1\1579959,Cornamusa di Natale | [R. Corona]
850807306,IT\ICCU\LO1\1577400,Tarantella per violino e pianoforte | di Kurt Sonnenfeld
850807307,IT\ICCU\LO1\1582265,[Oh come tardano] | Del Sig.r Marco Portogallo
850807308,IT\ICCU\LO1\1582153,La mère du chasseur | par Chèret
850807309,IT\ICCU\TO0\1941169,Sonata n. 4 per organo op. 289 | Gardinali Renato
850807310,IT\ICCU\TO0\1936226,Macrosonata n.1 per pianoforte | Gardinali Renato
850807311,IT\ICCU\TO0\1936697,Cirhulwire song per pianoforte | Gardinali Renato
850807313,IT\ICCU\LO1\1582259,Signora mi perdoni | Del Sig.r Marco Portogallo
850807314,IT\ICCU\LO1\1577975,Regina Coeli | Luigi Cervi
850807315,IT\ICCU\LO1\1576839,Slow fox | v. Kurt Sonnenfeld
850807316,IT\ICCU\TO0\1940644,Toccata n. 3 per organo op. 375 | Gardinali Renato
850807317,IT\ICCU\TO0\1938708,Preludio n. 32 per pianoforte op. 391 | Gardinali Renato
850807318,IT\ICCU\LO1\1581853,Perché da me non viene | Del Sig.r Giov.ni Paesiello [sic]
850807319,IT\ICCU\LIG\0236272,Il canto del cigno | Pietro Vallini fu Santi
850807320,IT\ICCU\LIG\0236280,Canti di primavera | Pietro Vallini fu Santi
850807321,IT\ICCU\TO0\1940700,lmpromptu n. 6 per pianoforte op.281 | Gardinali Renato
850807322,IT\ICCU\LO1\1581692,Colle Palle del Cannone | del Sig.r Ferdinando Maria Orland
850807323,IT\ICCU\LIG\0236283,Canto amoroso | Giuseppe Sammartini
850807324,IT\ICCU\LO1\1576628,Menuett | von Kurt Sonnenfeld
850807325,IT\ICCU\LO1\1578957,"Offertorio, Sanctus, Agnus, Lux | D. L. Perosi"
850807326,IT\ICCU\TO0\1940741,Preludio n. 15 per chitarra op. 275 | Gardinali Renato
850807327,IT\ICCU\LO1\1581694,Cheta cheta qua m'ascondo | Del Sig.r Ferdinando Orland
850807328,IT\ICCU\LO1\1581958,Sempre buona e sempre amante | del Sig.r Gio.ni Perotti
850807329,IT\ICCU\LO1\1570392,Litanie a 3 voci dispari | D. G. Gallizioli
850807330,IT\ICCU\TO0\1940065,Preludio n. 14 per chitarra op. 266 | Gardinali Renato
850807332,IT\ICCU\LO1\1578913,Credo | D. L. Perosi
850807333,IT\ICCU\LO1\1572196,Valzer | M.tro G. M. Franzoni
850807334,IT\ICCU\LO1\1579883,Requiem | [Chimeri]
850807335,IT\ICCU\TO0\1940088,Krume n. 4 per violino op. 264 | Gardinali Renato
850807336,IT\ICCU\LO1\1581783,Della mia morte o caro | Del Sig.r Maestro Ferd.o Orland
850807338,IT\ICCU\TO0\1938665,Preludio n. 12 per pianoforte op.171 | Gardinali Renato
850807339,IT\ICCU\LO1\1579913,Pange lingua | [Chimeri]
850807341,IT\ICCU\LO1\1579471,Solfeggi per Soprano con accompagnamento di Pianoforte | [Girolamo Forini]
850807342,IT\ICCU\TO0\1940030,Preludio n. 52 op.629 per pianoforte | Renìe Cardenàl
850807343,IT\ICCU\TO0\1938678,Preludio n. 14 per pianoforte op. 173 | Gardinali Renato
850807344,IT\ICCU\LO1\1579478,Quando il destin mi tolse | [Girolamo Forini]
850807345,IT\ICCU\LO1\1579485,Romanza per Soprano con accompagnamento di Pianoforte E' fosco l'aere | Del M.o Gerolamo Forini
850807346,IT\ICCU\TO0\1941296,Lullaby sound n. 2 per pianoforte op. 442 | Gardinali Renato
850807347,IT\ICCU\TO0\1941320,Microsonata n. 12 per pianoforte op. 443 | Gardinali Renato
850807348,IT\ICCU\PAL\0282851,San Giacomo | [Parole di Francesco Maria Aldobrandi
850807349,IT\ICCU\TO0\1938206,Ricercare n. 11 per viola Op.293 | Gardinali Renato
850807350,IT\ICCU\LO1\1572153,Marcia nell'Opera: Il Mosè | del M.° Rossini
850807351,IT\ICCU\LO1\1576833,Foxtrott [in re maggiore] | von Kurt Sonnenfeld
850807353,IT\ICCU\TO0\1940648,Al pasa per chitarra | Gardinali Renato
850807355,IT\ICCU\LIG\0235956,Concertino per clarinetto sib con accompagnamento di pianoforte | di Weber
850807356,IT\ICCU\CFI\0909983,Post communio per organo | padre Davide da Bergamo (Felice Moretti)
850807357,IT\ICCU\LO1\1574289,Veni Sancte Spiritus | Alberto Donini
850807358,IT\ICCU\LO1\1572164,Maria di Rudens | Donizzetti
850807359,IT\ICCU\LO1\1581849,Preghiera Clemente Ciel | Del Sig.r Ferdinando Paër
850807360,IT\ICCU\TO0\1938061,Preludio n. 9 per pianoforte op. 159 | Gardinali Renato
850807361,IT\ICCU\LO1\1577989,Oremus pro Pontifice | Mons. G. Gallizioli
850807362,IT\ICCU\LO1\1573262,Un Sogno | del Maestro Luigi Luzzi
850807363,IT\ICCU\LO1\1582138,Di me sovvengati! | [Alfredo Piatti]
850807365,IT\ICCU\RT1\0052288,Il ritorno | Luciano Bettarini
850807366,IT\ICCU\TO0\1938091,Preludio n.10 per pianoforte op. 160 | Gardinali Renato
850807367,IT\ICCU\RT1\0052290,Il ritorno | Luciano Bettarini
850807368,IT\ICCU\TO0\1941267,Insekt per clavicembalo op. 274 | Gardinali Renato
850807369,IT\ICCU\LO1\1582597,Il mio babbo mi dicea | Composta dai fratelli Luigi e Federico Ricci
850807370,IT\ICCU\TO0\1940091,Summerday per pianoforte op.74 | Gardinali Renato
850807371,IT\ICCU\TO0\1941322,Macrosonata n. 12 per pianoforte op. 444 | Gardinali Renato
850807372,IT\ICCU\TO0\1939528,Ricercare n. 20 per viola sola op. 591 | Renìe Cardenàl
850807373,IT\ICCU\LO1\1577834,Vexilla Regis (Solenne) | Sac. Giuseppe Berardi
850807377,IT\ICCU\LO1\1576822,English waltz | v. Kurt Sonnenfeld
850807378,IT\ICCU\LO1\1576844,Foxtrott [in re maggiore] | von Kurt Sonnenfeld
850807379,IT\ICCU\TO0\1938076,Riflessi per pianoforte | Gardinali Renato
850807380,IT\ICCU\TO0\1936803,Psalm per flauto | Gardinali Renato
850807381,IT\ICCU\LO1\1574192,Vexilla regis | Giuseppe Denti
850807382,IT\ICCU\LO1\1573116,"Solfeggi per il Contralto [con basso numerato] | [Joseph Agus, Luigi Cherubini, Honoré Langlé]"
850807383,IT\ICCU\LO1\1570443,Reponsoria in 1. Noct. Off. Defunct. | Sac. Gallizioli
850807385,IT\ICCU\LO1\1574210,Ego sum | M. Tonelli
850807386,IT\ICCU\LO1\1570489,Vo divenir una rondinellina | [Parole di Vito D. Palumbo
850807389,IT\ICCU\LO1\1570542,Due canzoncine per bambini | Poesie di Lina Schwarz
850807390,IT\ICCU\TO0\1936787,Microsonata n. 3 per pianoforte | Gardinali Renato
850807391,IT\ICCU\LO1\1570506,Già impegnata! | R. Marenco
850807392,IT\ICCU\LO1\1573308,La canzone dei Battellieri del Volga | E. Cabella
850807393,IT\ICCU\LO1\1578001,A Fructu frumenti | G. Puritani
850807395,IT\ICCU\TO0\1938103,Orbite per pianoforte op. 202 | Gardinali Renato
850807396,IT\ICCU\TO0\1938118,Preludio n. 16 per pianoforte op.197 | Gardinali Renato
